,# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,References
K2-138,K2-138 f,Confirmed,0.005,0.0038,0.0066,,,,0.251,0.017,0.032,12.75759,0.00092,0.00092,0.1043,0.00075,0.00074,0.364,0.364,0,89.03,1.22,0.7,,2017,26/03/2021,144,80,117,,,,2457738.702,0.0035,0.0033,2457738.702,0.0009,0.0009,,,,,,,0.48,0.33,0.3,,,,0.47,0.34,0.61,745,11,14,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J23154776-1050590 f, EPIC 245950175 f, WISE J231547.76-105059.0 f",,K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183,17,17,0.16,0.04,0.04,0.93,0.06,0.06,0.86,0.08,0.08,K1 V,,,,5378,60,60,,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0",
K2-138,K2-138 g,Confirmed,0.0135,0.009,0.0167,,,,0.2688,0.0223,0.027,41.96797,0.00725,0.00843,0.231,0.00196,0.00154,0.059,0.04,0.063,89.4,0.3,0.4,,2018,01/10/2019,164,72,92,,,,,,,2457773.862,0.03219,0.01863,,,,,,,0.56,0.36,0.28,,,,0.83,0.58,1,518,13,20,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,,,K2-138,348.949036,-10.849696,12.21,,10.756,10.384,,183,17,17,0.16,0.04,0.04,0.93,0.06,0.06,0.86,0.08,0.08,K1 V,,,,5378,60,60,,,"EPIC 245950175, 2MASS J23154776-1050590, WISE J231547.76-105059.0",
K2-155,K2-155 b,Confirmed,0.0148,0.0009,0.0016,,,,0.161,0.009,0.018,6.342,0.002,0.002,0.0562,0.0014,0.0013,,,,88.3,1.9,1.2,,2018,05/02/2021,,,,,,,,,,2457825.068,0.002,0.002,,,,,,,0.34,0.23,0.24,,,,,,,708,31,38,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 b, EPIC 210897587 b, 2MASS J04215245+2121131 b, LP 415-17 b, WISE J042152.63+212112.2 b",,K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82,12,29,-0.3,0.2,0.2,0.65,0.03,0.06,0.58,0.03,0.06,K7,,,,4258,150,150,,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2",
K2-155,K2-155 c,Confirmed,0.0205,0.0016,0.0047,,,,0.232,0.018,0.062,13.85,0.006,0.006,0.0946,0.003,0.0031,,,,88.96,0.88,0.71,,2018,05/02/2021,,,,,,,,,,2457828.426,0.001,0.001,,,,,,,0.45,0.31,0.37,,,,,,,583,35,52,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-155 c, EPIC 210897587 c, 2MASS J04215245+2121131 c, LP 415-17 c, WISE J042152.63+212112.2 c",,K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82,12,29,-0.3,0.2,0.2,0.65,0.03,0.06,0.58,0.03,0.06,K7,,,,4258,150,150,,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2",
K2-155,K2-155 d,Confirmed,0.0154,0.0019,0.0053,,,,0.17,0.018,0.062,40.718,0.005,0.005,0.1937,0.0059,0.0064,,,,89.61,0.48,0.27,,2018,05/02/2021,,,,,,,,,,2457823.5,0.003,0.003,,,,,,,0.44,0.3,0.33,,,,,,,381,25,47,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 210897587 d, K2-155 d, 2MASS J04215245+2121131 d, LP 415-17 d, WISE J042152.63+212112.2 d",,K2-155,65.468697,21.3536,12.8,12.289,10.274,9.686,,82,12,29,-0.3,0.2,0.2,0.65,0.03,0.06,0.58,0.03,0.06,K7,,,,4258,150,150,,,"EPIC 210897587, 2MASS 04215245+21211, K2-155, 2MASS J04215245+2121131, LP 415-17, WISE J042152.63+212112.2",
K2-19,K2-19 b,Confirmed,0.1019,0.0053,0.0053,,,,0.691,0.035,0.035,7.9194,5.00E-05,5.00E-05,0.074,0.0012,0.0012,0.2,0.03,0.03,89.47,0.41,0.41,,2015,05/02/2021,179,52,52,,,,2456813.384,0.0003,0.0003,,,,,,,,,,0.17,0.12,0.12,,,,,,,854,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J11395048+0036129 b, EPIC 201505350 b, EPIC 201505350.02, WISE J113950.46+003612.9 b",,K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,5.62,5.62,0.1,0.04,0.04,0.93,0.05,0.05,0.86,0.04,0.04,G9 V,8,,,5430,60,60,,,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9",
K2-19,K2-19 c,Confirmed,0.034,0.0019,0.0019,,,,0.434,0.039,0.055,11.90715,0.0015,0.0015,0.0971,0.0016,0.0016,0.21,0.03,0.03,87.99,1.99,1.42,,2015,05/02/2021,237,68,15,,,,2456817.276,0.0051,0.0051,,,,,,,,,,0.63,0.39,0.2,,,,,,,745,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"2MASS J11395048+0036129 c, EPIC 201505350 c, EPIC 201505350.01, WISE J113950.46+003612.9 c",,K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,5.62,5.62,0.1,0.04,0.04,0.93,0.05,0.05,0.86,0.04,0.04,G9 V,8,,,5430,60,60,,,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9",
K2-19,K2-19 d,Confirmed,0.031,0.031,0,,,,0.102,0.012,0.012,2.50856,0.00041,0.00041,0.0344,0.0006,0.0006,,,,85.83,4.74,2.97,,2016,05/02/2021,,,,,,,2456808.921,0.0086,0.0086,,,,,,,,,,0.59,0.38,0.26,,,,,,,1252,,,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"EPIC 201505350 d, 2MASS J11395048+0036129 d, EPIC 201505350.03, WISE J113950.46+003612.9 d",,K2-19,174.960312,0.603575,12.806,12.567,11.596,11.208,11.161,292.14,5.62,5.62,0.1,0.04,0.04,0.93,0.05,0.05,0.86,0.04,0.04,G9 V,8,,,5430,60,60,,,"EPIC 201505350, 2MASS J11395048+0036129, WISE J113950.46+003612.9",
K2-229,K2-229 b,Confirmed,0.00815,0.00135,0.00135,,,,0.102,0.003,0.005,0.58426,2.00E-05,2.00E-05,0.0131,0,0,0,,,83.9,2.8,2.8,,2018,05/02/2021,,,,,,,2457583.469,0.0012,0.0012,,,,,,,,,,0.38,0.26,0.28,,,,,,,1818,15,14,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12272958-0643188 b, EPIC 228801451 b, EPIC 228801451.01, TYC 4947-834-1 b, WISE J122729.52-064318.6 b",,K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,1,1,-0.09,0.02,0.02,0.87,0.01,0.01,0.79,0.01,0.01,G9,5.4,3.7,5.2,5315,31,35,,,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6",
K2-229,K2-229 c,Confirmed,0.067,0.067,0,,,,0.181,0.005,0.011,8.32727,0.00043,0.00041,0.0769,0.0003,0.0003,0,,,87.94,0.18,0.18,,2018,05/02/2021,,,,,,,2457586.343,0.0019,0.0019,,,,,,,,,,0.39,0.27,0.29,,,,,,,750,6,6,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J12272958-0643188 c, EPIC 228801451 c, EPIC 228801451.02, TYC 4947-834-1 c, WISE J122729.52-064318.6 c",,K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,1,1,-0.09,0.02,0.02,0.87,0.01,0.01,0.79,0.01,0.01,G9,5.4,3.7,5.2,5315,31,35,,,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6",
K2-229,K2-229 d,Confirmed,0.079,0.079,0,,,,0.2364,0.0214,0.0214,31,1.1,1.1,0.182,0.0042,0.0042,0.39,0.29,0.29,88.92,0.24,0.24,,2018,29/11/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,522,15,15,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,K2-229,186.87326,-6.721861,,,9.518,9.126,,103.8,1,1,-0.09,0.02,0.02,0.87,0.01,0.01,0.79,0.01,0.01,G9,5.4,3.7,5.2,5315,31,35,,,"2MASS J12272958-0643188, EPIC 228801451, TYC 4947-834-1, WISE J122729.52-064318.6",
K2-239,K2-239 b,Confirmed,0.0044,0.0013,0.0013,,,,0.098,0.009,0.009,5.24,0.001,0.001,0.0441,0.0008,0.0008,,,,88.99,0.87,0.68,,2018,05/02/2021,,,,,,,2457908.191,,,2453075.191,,,,,,,,,0.44,0.29,0.33,,,,,,,502,,,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 b, 2MASS J10422263+0426287 b, EPIC 248545986 b, WISE J104222.60+042628.8 b",,K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49,3,3,-0.1,0.1,0.1,0.4,0.01,0.01,0.36,0.01,0.01,M3.0 V,,,,3420,18,18,,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8",
K2-239,K2-239 c,Confirmed,0.0028,0.0009,0.0009,,,,0.089,0.009,0.009,7.775,0.001,0.001,0.0576,0.0009,0.0009,,,,88.77,0.57,0.7,,2018,05/02/2021,,,,,,,2457916.86,,,2453083.86,,,,,,,,,0.73,0.39,0.24,,,,,,,427,19,24,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 c, 2MASS J10422263+0426287 c, EPIC 248545986 c, WISE J104222.60+042628.8 c",,K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49,3,3,-0.1,0.1,0.1,0.4,0.01,0.01,0.36,0.01,0.01,M3.0 V,,,,3420,18,18,,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8",
K2-239,K2-239 d,Confirmed,0.0041,0.0013,0.0013,,,,0.098,0.009,0.009,10.115,0.001,0.001,0.0685,0.0012,0.0012,,,,89.43,0.45,0.38,,2018,05/02/2021,,,,,,,2457908.381,,,2453075.381,,,,,,,,,0.39,0.25,0.25,,,,,,,399,15,18,,,,,,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"K2-239 d, 2MASS J10422263+0426287 d, EPIC 248545986 d, WISE J104222.60+042628.8 d",,K2-239,160.594299,4.441349,14.549,12.718,10.781,10.192,,49,3,3,-0.1,0.1,0.1,0.4,0.01,0.01,0.36,0.01,0.01,M3.0 V,,,,3420,18,18,,,"K2-239, 2MASS J10422263+0426287, EPIC 248545986, WISE J104222.60+042628.8",
K2-266,K2-266 b,Confirmed,0.0355,0.02053,0.03601,0.0343,0.01982,0.03461,0.294,0.116,0.161,0.658524,1.70E-05,1.70E-05,0.01306,0.00021,0.0002,,,,75.32,0.7,0.62,,2018,05/02/2021,,,,2457945.724,0.003,0.0032,2457949.675,0.0032,0.0032,2457950.333,0.003,0.00031,,,,,,,1.011,0.024,0.027,,,,10.3,5.9,10,1515,18,18,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 b, EPIC 248435473 A b, EPIC 248435473 b, K2-266 A b, WISE J103144.54+005614.5 b",,K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.59,0.6,-0.12,0.42,0.4,0.69,0.03,0.03,0.7,0.02,0.02,K,8.4,4.8,4.1,4285,57,49,,,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5",
K2-266,K2-266 c,Confirmed,0.00091,0.00035,0.00053,0.00091,0.00035,0.00053,0.063,0.008,0.009,7.814,0.0015,0.0018,0.0679,0.0011,0.0011,0.042,0.03,0.043,88.28,0.41,0.81,,2018,05/02/2021,87,61,61,2457907.6,1.2,1.2,2457946.651,0.0064,0.0064,2457946.651,0.0065,0.0063,,,,,,,0.6,0.28,0.14,,,,0.119,0.046,0.073,665,8,8,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 c, EPIC 248435473 A c, EPIC 248435473 c, K2-266 A c, WISE J103144.54+005614.5 c",,K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.59,0.6,-0.12,0.42,0.4,0.69,0.03,0.03,0.7,0.02,0.02,K,8.4,4.8,4.1,4285,57,49,,,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5",
K2-266,K2-266 d,Confirmed,0.028,0.01196,0.01793,0.02958,0.00629,0.00912,0.261,0.011,0.012,14.697,0.00035,0.00034,0.1035,0.0017,0.0016,0.047,0.032,0.043,89.46,0.25,0.32,,2018,05/02/2021,87,62,62,2457944.8,2.3,2.3,2457944.839,0.0012,0.0012,2457944.839,0.0012,0.0012,,,,,,,0.29,0.17,0.12,,,,3.17,0.69,0.99,538,6,7,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 d, EPIC 248435473 A d, EPIC 248435473 d, K2-266 A d, WISE J103144.54+005614.5 d",,K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.59,0.6,-0.12,0.42,0.4,0.69,0.03,0.03,0.7,0.02,0.02,K,8.4,4.8,4.1,4285,57,49,,,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5",
K2-266,K2-266 e,Confirmed,0.04499,0.01573,0.02014,0.02611,0.00566,0.0085,0.244,0.01,0.012,19.482,0.0012,0.0012,0.1249,0.002,0.0019,0.043,0.03,0.036,89.45,0.18,0.25,,2018,05/02/2021,89,58,57,2457938.6,2.9,2.9,2457938.541,0.0013,0.0013,2457938.541,0.0013,0.0013,,,,,,,0.36,0.16,0.1,,,,2.53,0.56,0.84,490,6,6,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J10314450+0056152 e, EPIC 248435473 A e, EPIC 248435473 e, K2-266 A e, WISE J103144.54+005614.5 e",,K2-266,157.93544,0.937571,,,9.611,9.041,,77.16,0.59,0.6,-0.12,0.42,0.4,0.69,0.03,0.03,0.7,0.02,0.02,K,8.4,4.8,4.1,4285,57,49,,,"2MASS J10314450+0056152, EPIC 248435473, EPIC 248435473 A, K2-266 A, WISE J103144.54+005614.5",
K2-285,K2-285 b,Confirmed,0.03046,0.00431,0.00381,,,,0.231,0.005,0.005,3.471745,4.60E-05,4.40E-05,0.03817,0.00092,0.00095,0,,,86.846,0.041,0.041,,2018,05/02/2021,,,,,,,2457743.375,0.00051,0.00051,2457743.375,5.10E-05,5.10E-05,,,,,,,0.57,0.15,0.08,,,,4.62,0.65,0.58,1089,22,22,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 b, 2MASS J23173222+0118010 b, WISE J231732.23+011800.6 b",,K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,1.15,1.15,0,0.05,0.05,0.83,0.023,0.023,0.79,0.02,0.02,K2 V,,,,4975,95,95,,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6",
K2-285,K2-285 c,Confirmed,0.04933,0.0067,0.00717,,,,0.315,0.007,0.007,7.138048,6.30E-05,7.20E-05,0.0824,0.0018,0.0018,0,,,89.861,0.0012,0.0012,,2018,05/02/2021,,,,,,,2457744.539,0.00037,0.00039,2457744.539,0.00037,0.00039,,,,,,,0.05,0.04,0.04,,,,5.9,0.8,0.86,741,15,15,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 c, 2MASS J23173222+0118010 c, WISE J231732.23+011800.6 c",,K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,1.15,1.15,0,0.05,0.05,0.83,0.023,0.023,0.79,0.02,0.02,K2 V,,,,4975,95,95,,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6",
K2-285,K2-285 d,Confirmed,0.02045,,,,,,0.221,0.005,0.005,10.45582,0.00023,0.00025,0.1178,0.0029,0.0029,0,,,89.643,0.005,0.005,,2018,05/02/2021,,,,,,,2457745.201,0.00073,0.00076,2457745.201,0.00073,0.00076,,,,,,,0.2,0.05,0.04,,,,0.68,0.5,0.77,620,13,13,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 d, 2MASS J23173222+0118010 d, WISE J231732.23+011800.6 d",,K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,1.15,1.15,0,0.05,0.05,0.83,0.023,0.023,0.79,0.02,0.02,K2 V,,,,4975,95,95,,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6",
K2-285,K2-285 e,Confirmed,0.03367,,,,,,0.174,0.004,0.004,14.76289,0.00061,0.00065,0.18041,0.0043,0.0042,0,,,89.799,0.003,0.002,,2018,05/02/2021,,,,,,,2457741.897,0.0024,0.002,2457741.897,0.0024,0.002,,,,,,,0.17,0.07,0.04,,,,1.69,0.72,0.74,501,10,10,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 246471491 e, 2MASS J23173222+0118010 e, WISE J231732.23+011800.6 e",,K2-285,349.384277,1.30029,12.03,,10.477,10.069,,155.65,1.15,1.15,0,0.05,0.05,0.83,0.023,0.023,0.79,0.02,0.02,K2 V,,,,4975,95,95,,,"EPIC 246471491, 2MASS J23173222+0118010, WISE J231732.23+011800.6",
K2-3,K2-3 b,Confirmed,0.02039,0.00293,0.00311,,,,0.194,0.03,0.03,10.054626,1.10E-05,1.00E-05,0.0775,0.0039,0.0039,0,,,89.588,0.1,0.116,,2015,27/07/2022,,,,,,,2456813.418,0.00041,0.00041,2455813.419,0.0011,0.0011,2456813.418,0.00041,0.00041,,,,0.22,0.06,0.05,,,,2.72,0.3,0.3,463,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 b, EPIC 201367065 b, EPIC 201367065.01, WISE J112920.45-012718.0 b",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45,3,3,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1,inf,nan,3896,189,189,,,"EPIC 201367065 , 2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0",
K2-3,K2-3 c,Confirmed,0.00673,0.00327,0.0034,,,,0.165,0.024,0.024,24.646582,4.00E-05,4.00E-05,0.1405,0.0067,0.0067,0,,,89.905,0.088,0.066,,2015,27/07/2022,,,,,,,2456812.28,0.001,0.00098,2456812.28,0.001,0.001,,,,,,,0.09,0.06,0.08,,,,0.67,0.32,0.32,344,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 c, EPIC 201367065 c, EPIC 201367065.02, WISE J112920.45-012718.0 c",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45,3,3,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1,inf,nan,3896,189,189,,,"EPIC 201367065 , 2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0",
K2-3,K2-3 d,Confirmed,0.00881,,,,,,0.135,0.021,0.021,44.55646,0.0001,0.0001,0.2086,0.01,0.01,0,,,89.788,0.029,0.033,,2015,27/07/2022,,,,,,,2456826.223,0.00056,0.00056,2456826.223,0.00056,0.00056,,,,,,,0.3,0.05,0.04,,,,0.71,,,282,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J11292037-0127173 d, EPIC 201367065 d, EPIC 201367065.03, WISE J112920.45-012718.0 d",H2O,K2-3,172.334946,-1.454787,12.17,10.999,9.421,8.805,8.561,45,3,3,-0.32,0.13,0.13,0.6,0.09,0.09,0.56,0.07,0.07,M0.0V,1,inf,nan,3896,189,189,,,"EPIC 201367065 , 2MASS J11292037-0127173, EPIC 201367065, WISE J112920.45-012718.0",
K2-314,K2-314 b,Confirmed,0.02753,0.00343,0.00343,,,,0.174,0.008,0.008,3.5951,0.0003,0.0003,0.047,0.007,0.005,0.06,0.04,0.08,86.14,3.5,2.6,,2020,01/12/2021,225,123,67,,,,,,,2457994.396,0.005,0.005,,,,,,,0.42,0.25,0.28,,,,3.55,0.43,0.43,1616,80,150,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,EPIC 249893012 b,,EPIC 249893012,228.25,-16.72472224,11.4,,,,,324.7,4.2,4.2,0.2,0.05,0.05,1.05,0.05,0.05,1.71,0.04,0.04,G8 1V/V,9,0.6,0.6,5430,85,85,,,,
K2-314,K2-314 c,Confirmed,0.04616,0.00595,0.00595,,,,0.3274,0.0125,0.0152,15.624,0.001,0.001,0.13,0.02,0.01,0.07,0.05,0.08,87.94,1.05,0.74,,2020,01/12/2021,217,170,100,,,,,,,2457997.841,0.004,0.002,,,,,,,0.6,0.21,0.15,,,,3.66,0.46,0.46,990,29,68,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,EPIC 249893012 c,,EPIC 249893012,228.25,-16.72472224,11.4,,,,,324.7,4.2,4.2,0.2,0.05,0.05,1.05,0.05,0.05,1.71,0.04,0.04,G8 1V/V,9,0.6,0.6,5430,85,85,,,,
K2-314,K2-314 d,Confirmed,0.03203,0.00761,0.00774,,,,0.3515,0.0116,0.0116,35.747,0.005,0.005,0.22,0.04,0.02,0.15,0.11,0.21,,,,,2020,01/12/2021,181,61,81,,,,,,,2458008.652,0.003,0.003,,,,,,,0.25,0.17,0.23,,,,1.97,0.47,0.54,752,37,69,,,,,,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,EPIC 249893012 d,,EPIC 249893012,228.25,-16.72472224,11.4,,,,,324.7,4.2,4.2,0.2,0.05,0.05,1.05,0.05,0.05,1.71,0.04,0.04,G8 1V/V,9,0.6,0.6,5430,85,85,,,,
K2-32,K2-32 b,Confirmed,0.047,0.0057,0.0057,,,,0.443,0.024,0.029,8.991828,8.40E-05,8.30E-05,0.08035,0.00089,0.00089,0.03,0.001,0.002,89,0.5,0.5,,2016,05/02/2021,220,161,77,,,,2456900.927,0.00034,0.00035,2456900.927,0.00031,0.00031,,,,,,,0.15,0.1,0.16,,,,5.22,0.6,0.6,837,14,14,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-32 b, 2MASS J16494226-1932340 b, EPIC 205071984 A b, EPIC 205071984 b, EPIC 205071984.01, K2-32 A b, WISE J164942.25-193234.6 b",,K2-32,252.426086,-19.542822,12.31,,10.404,9.993,,158.39,1.3,1.3,0,0.04,0.04,0.86,0.03,0.03,0.84,0.04,0.04,G9 V,,,,5315,60,60,,,"EPIC 205071984, 2MASS J16494226-1932340, EPIC 205071984 A, K2-32 A, WISE J164942.25-193234.6",
K2-32,K2-32 c,Confirmed,0.0255,0.0076,0.0076,,,,0.244,0.014,0.018,20.66186,0.00098,0.00102,0.1399,0.0016,0.0016,0.049,0.005,0.005,89.4,0.3,0.3,,2016,05/02/2021,168,110,110,,,,2456899.423,0.0021,0.0021,2456899.423,0.0017,0.0017,,,,,,,0.28,0.08,0.1,,,,2.15,0.65,0.65,634,10,10,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-32 c, 2MASS J16494226-1932340 c, EPIC 205071984 A c, EPIC 205071984 c, EPIC 205071984.03, K2-32 A c, WISE J164942.25-193234.6 c",,K2-32,252.426086,-19.542822,12.31,,10.404,9.993,,158.39,1.3,1.3,0,0.04,0.04,0.86,0.03,0.03,0.84,0.04,0.04,G9 V,,,,5315,60,60,,,"EPIC 205071984, 2MASS J16494226-1932340, EPIC 205071984 A, K2-32 A, WISE J164942.25-193234.6",
K2-32,K2-32 d,Confirmed,0.0211,0.0079,0.0079,,,,0.292,0.017,0.021,31.7142,0.001,0.0011,0.1862,0.0021,0.0021,0.05,0.0035,0.0053,89.4,0.1,0.1,,2016,05/02/2021,185,105,105,,,,2456903.791,0.0017,0.0014,2456903.787,0.0012,0.0012,,,,,,,0.463,0.03,0.057,,,,1.53,0.58,0.58,550,9,9,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-32 d, 2MASS J16494226-1932340 d, EPIC 205071984 A d, EPIC 205071984 d, EPIC 205071984.02, K2-32 A d, WISE J164942.25-193234.6 d",,K2-32,252.426086,-19.542822,12.31,,10.404,9.993,,158.39,1.3,1.3,0,0.04,0.04,0.86,0.03,0.03,0.84,0.04,0.04,G9 V,,,,5315,60,60,,,"EPIC 205071984, 2MASS J16494226-1932340, EPIC 205071984 A, K2-32 A, WISE J164942.25-193234.6",
K2-32,K2-32 e,Confirmed,0.0066,0.0041,0.0041,,,,0.09,0.008,0.009,4.34882,0.00075,0.00069,0.04951,0.00055,0.00055,0.043,0.03,0.048,89,0.7,0.7,,2019,05/02/2021,205,134,106,,,,2456898.886,0.0079,0.0085,2456898.979,0.004,0.004,,,,,,,0.22,0.16,0.16,,,,0.92,0.51,0.57,1066,18,18,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"2MASS J16494226-1932340 e, EPIC 205071984 A e, EPIC 205071984 e, EPIC 205071984.04, K2-32 A e, WISE J164942.25-193234.6 e",,K2-32,252.426086,-19.542822,12.31,,10.404,9.993,,158.39,1.3,1.3,0,0.04,0.04,0.86,0.03,0.03,0.84,0.04,0.04,G9 V,,,,5315,60,60,,,"EPIC 205071984, 2MASS J16494226-1932340, EPIC 205071984 A, K2-32 A, WISE J164942.25-193234.6",
